,frame_number,row_coordinate
0,3507,104.04464285714286
1,3508,104.27049180327869
2,3509,104.31623931623932
3,3510,104.12068965517241
4,3511,104.00869565217391
5,3512,104.10169491525424
6,3513,103.95384615384616
7,3514,115.19111111111111
8,3515,104.312
9,3516,104.03539823008849
10,3517,104.09322033898304
11,3518,104.16666666666667
12,3519,104.10526315789474
13,3520,104.2016806722689
14,3521,104.21008403361344
15,3522,104.21929824561404
16,3523,104.17094017094017
17,3524,104.26086956521739
18,3525,104.21428571428571
19,3526,104.23275862068965
20,3527,104.23423423423424
21,3528,104.4396551724138
22,3529,104.19469026548673
23,3530,104.23478260869565
24,3531,104.32758620689656
25,3532,104.11304347826086
26,3533,104.1981981981982
27,3534,104.29661016949153
28,3535,104.21238938053098
29,3536,104.23931623931624
30,3537,104.30833333333334
31,3538,104.34453781512605
32,3539,104.24137931034483
33,3540,104.41880341880342
34,3541,104.41666666666667
35,3542,104.32773109243698
36,3543,104.44715447154472
37,3544,104.59349593495935
38,3545,104.48717948717949
39,3546,104.46153846153847
40,3547,104.59322033898304
41,3548,104.42148760330579
42,3549,104.66101694915254
43,3550,104.5691056910569
44,3551,104.73770491803279
45,3552,104.61538461538461
46,3553,104.58620689655173
47,3554,104.70588235294117
48,3555,104.67226890756302
49,3556,104.58536585365853
50,3557,104.76470588235294
51,3558,104.72413793103448
52,3559,104.76923076923077
53,3560,104.75
54,3561,104.73553719008264
55,3562,104.60162601626017
56,3563,104.96825396825396
57,3564,104.77966101694915
58,3565,104.8135593220339
59,3566,104.65853658536585
60,3567,104.76666666666667
61,3568,104.75833333333334
62,3569,104.75833333333334
63,3570,104.80327868852459
64,3571,104.83471074380165
65,3572,104.82786885245902
66,3573,104.99152542372882
67,3574,104.87288135593221
68,3575,104.81818181818181
69,3576,104.98412698412699
70,3577,104.9396551724138
71,3578,104.98260869565217
72,3579,104.86086956521739
73,3580,104.87719298245614
74,3581,104.95762711864407
75,3582,104.86666666666666
76,3583,104.98360655737704
77,3584,105.0390625
78,3585,105.0
79,3586,104.95901639344262
80,3587,104.88617886178862
81,3588,105.234375
82,3589,105.05833333333334
83,3590,105.025
84,3591,105.128
85,3592,104.98373983739837
86,3593,105.32558139534883
87,3594,105.2755905511811
88,3595,105.22689075630252
89,3596,105.08943089430895
90,3597,105.05833333333334
91,3598,105.21311475409836
92,3599,105.09375
93,3600,105.2421875
94,3601,105.43609022556392
95,3602,105.272
96,3603,105.37301587301587
97,3604,105.26153846153846
98,3605,105.2578125
99,3606,105.34108527131782
100,3607,105.3076923076923
101,3608,105.29770992366412
102,3609,105.53846153846153
103,3610,105.48031496062993
104,3611,105.34848484848484
105,3612,105.40458015267176
106,3613,105.5390625
107,3614,105.51162790697674
108,3615,105.5234375
109,3616,105.36923076923077
110,3617,105.10526315789474
111,3618,105.55813953488372
112,3619,105.45736434108527
113,3620,105.51968503937007
114,3621,105.5
115,3622,105.46825396825396
116,3623,105.456
117,3624,105.4390243902439
118,3625,105.408
119,3626,105.42857142857143
120,3627,105.45081967213115
121,3628,105.456
122,3629,105.43650793650794
123,3630,105.49193548387096
124,3631,105.49193548387096
125,3632,105.47154471544715
126,3633,105.5241935483871
127,3634,105.52459016393442
128,3635,105.49193548387096
129,3636,105.61290322580645
130,3637,105.568
131,3638,105.52380952380952
132,3639,105.576
133,3640,105.65040650406505
134,3641,105.49193548387096
135,3642,105.496
136,3643,105.68595041322314
137,3644,105.74015748031496
138,3645,105.736
139,3646,105.55118110236221
140,3647,105.78225806451613
141,3648,105.85826771653544
142,3649,105.80952380952381
143,3650,105.568
144,3651,105.78512396694215
145,3652,105.88
146,3653,105.8125
147,3654,105.91269841269842
148,3655,105.63934426229508
149,3656,105.84251968503936
150,3657,106.016
151,3658,105.74045801526718
152,3659,105.54330708661418
153,3660,105.75
154,3661,105.86507936507937
155,3662,106.05384615384615
156,3663,106.03030303030303
157,3664,105.776
158,3665,105.80314960629921
159,3666,105.869918699187
160,3667,106.02985074626865
161,3668,106.14615384615385
162,3669,105.784
163,3670,105.734375
164,3671,105.84496124031008
165,3672,106.14615384615385
166,3673,106.06201550387597
167,3674,105.832
168,3675,105.824
169,3676,105.78740157480316
170,3677,105.85483870967742
171,3678,105.8046875
172,3679,105.86290322580645
173,3680,105.8225806451613
174,3681,105.82113821138212
175,3682,105.99166666666666
176,3683,105.896
177,3684,105.869918699187
178,3685,105.91803278688525
179,3686,105.87603305785125
180,3687,105.8688524590164
181,3688,105.8688524590164
182,3689,105.94117647058823
183,3690,105.975
184,3691,105.9430894308943
185,3692,105.968
186,3693,105.98387096774194
187,3694,105.96031746031746
188,3695,106.0
189,3696,106.00826446280992
190,3697,106.1311475409836
191,3698,106.075
192,3699,106.10833333333333
193,3700,106.096
194,3701,106.26153846153846
195,3702,106.15322580645162
196,3703,106.11111111111111
197,3704,106.23015873015873
198,3705,106.12903225806451
199,3706,106.152
200,3707,106.12
201,3708,106.14285714285714
202,3709,106.09375
203,3710,106.34883720930233
204,3711,106.38636363636364
205,3712,106.43181818181819
206,3713,106.1484375
207,3714,106.07633587786259
208,3715,106.128
209,3716,106.304
