,frame_number,row_coordinate
0,28,565.7257383966245
1,29,564.7215189873418
2,30,565.0238095238095
3,31,564.695
4,32,565.2166666666667
5,33,564.695
6,34,559.1263736263736
7,35,565.8162393162393
8,36,559.2479338842975
9,37,565.116
10,38,564.9095477386935
11,39,564.781746031746
12,40,565.7153846153847
13,41,563.478947368421
14,42,566.030888030888
15,43,563.6330935251799
16,44,565.039408866995
17,45,565.4664031620554
18,46,564.3906976744186
19,47,564.1111111111111
20,48,566.0367346938775
21,49,560.6515580736544
22,50,565.3110236220473
23,51,565.1594202898551
24,52,563.6079136690647
25,53,190.07916666666668
26,54,565.468619246862
27,55,564.8115942028985
28,56,565.7969348659004
29,57,564.0348258706467
30,58,226.58216970998924
