,frame_number,row_coordinate
0,599,139.38515901060072
1,600,138.99653379549395
2,601,138.9777397260274
3,602,117.33688415446072
4,603,117.11523178807947
5,604,115.6931216931217
6,605,117.38202247191012
7,606,117.12724757952974
8,607,116.89459084604715
9,608,160.58965517241379
10,609,39.986486486486484
11,610,160.56610169491526
12,611,86.28344671201815
13,612,160.59731543624162
14,613,41.800970873786405
15,614,39.82439024390244
16,615,163.47397260273974
17,616,163.98659517426273
18,617,45.34634146341463
19,618,44.28395061728395
20,619,163.3061797752809
21,620,39.28502415458937
22,621,163.90633608815426
23,622,36.63030303030303
24,623,163.92328767123288
25,624,163.59302325581396
26,625,163.52769679300292
27,626,39.022935779816514
28,627,87.51152073732719
29,628,163.83241758241758
30,629,114.14232209737828
31,630,163.98076923076923
32,631,164.15300546448088
33,632,164.07692307692307
34,633,42.18007662835249
35,634,38.81547619047619
36,635,77.75446428571429
37,636,164.32047477744808
38,637,164.739837398374
39,638,164.28994082840237
40,639,164.42608695652174
41,640,164.3903133903134
42,641,38.94634146341463
43,642,163.80979827089337
44,643,164.002849002849
45,644,41.49561403508772
46,645,145.10044977511245
47,646,120.57636122177955
48,647,121.48541114058355
49,648,121.15453384418902
50,649,142.81578947368422
51,650,120.8989898989899
52,651,140.70048309178745
53,652,139.78802588996763
54,653,118.25771812080536
55,654,107.54545454545455
56,655,120.83875338753387
57,656,113.63869463869464
58,657,119.92953929539296
59,658,81.11461794019934
60,659,79.38549075391181
61,660,116.18482252141983
62,661,113.03801843317973
63,662,86.987714987715
64,663,165.1283185840708
65,664,165.45410628019323
66,665,20.4063417498532
67,666,22.61933656957929
68,667,12.307481751824817
69,668,148.23485967503692
