,frame_number,row_coordinate
0,5159,283.51521739130436
1,5160,259.88513513513516
2,5161,260.2234848484849
3,5162,260.2406130268199
4,5163,369.99269662921347
5,5164,340.46
6,5165,244.04904306220095
7,5166,284.0926275992439
8,5167,260.0405319822673
9,5168,284.38386783284744
10,5169,220.7597989949749
11,5170,220.1320754716981
12,5171,260.38461538461536
13,5172,261.0896159317212
14,5173,551.1849315068494
15,5174,261.0427046263345
16,5175,225.90390879478826
17,5176,284.16932270916334
18,5177,260.8733719247467
19,5178,261.2268115942029
20,5179,284.4516129032258
21,5180,284.45202769535115
22,5181,261.6688790560472
23,5182,284.0794979079498
24,5183,261.6539293439077
25,5184,251.83549488054607
26,5185,196.34586466165413
27,5186,546.6731234866828
28,5187,225.5951219512195
29,5188,261.77472924187725
30,5189,261.6705118961788
31,5190,261.43383947939265
32,5191,261.7447577729573
33,5192,284.3649337410805
34,5193,261.691080493111
35,5194,284.3396603396603
36,5195,261.6363636363636
37,5196,284.32929292929293
38,5197,261.28385228095584
39,5198,284.30933062880325
40,5199,261.24664679582713
41,5200,262.22343522561863
42,5201,284.289766970618
43,5202,262.2752767527675
44,5203,261.29163636363637
45,5204,261.64541547277935
46,5205,284.2985829959514
47,5206,190.5600211528292
48,5207,261.04902667627977
49,5208,261.7523465703971
50,5209,261.6717391304348
51,5210,284.3164812942366
52,5211,261.8951554591468
53,5212,261.2525473071325
54,5213,284.32929292929293
55,5214,194.1437994722955
56,5215,261.2638081395349
57,5216,284.3188698284561
58,5217,261.6476534296029
59,5218,261.8328488372093
60,5219,261.3637026239067
61,5220,284.3255813953488
62,5221,261.6547965116279
63,5222,261.2306558585114
64,5223,261.42402315484804
65,5224,284.3255813953488
66,5225,261.45660102115244
67,5226,253.79107505070994
68,5227,261.94368231046934
69,5228,191.4360400444939
70,5229,261.5881929445644
71,5230,261.34590282813633
72,5231,261.36581818181816
73,5232,261.73941605839417
74,5233,243.67300380228136
75,5234,261.5530523255814
76,5235,194.24178712220763
77,5236,262.00942712110225
78,5237,261.6487663280116
79,5238,261.5678832116788
80,5239,261.78680203045684
81,5240,261.7516339869281
82,5241,284.2306920762287
83,5242,268.36289500509685
84,5243,262.02472727272726
85,5244,261.6126453488372
86,5245,255.10175202156333
87,5246,261.6992753623188
88,5247,260.95404814004377
89,5248,261.49092229484387
90,5249,261.6882649388049
91,5250,284.22088353413653
92,5251,261.9056195965418
93,5252,262.045652173913
94,5253,261.19738751814225
95,5254,261.4861918604651
96,5255,284.34888438133873
97,5256,261.4233841684822
98,5257,261.5280407865987
99,5258,262.0242468772961
100,5259,261.8421818181818
101,5260,284.291
102,5261,261.79375453885257
103,5262,284.3255813953488
104,5263,261.50072568940493
105,5264,261.9433962264151
106,5265,284.2985829959514
107,5266,261.720406681191
108,5267,261.82753623188404
109,5268,261.57173913043476
110,5269,261.4295010845987
111,5270,261.7634252539913
112,5271,261.8378181818182
113,5272,261.2389251997095
114,5273,284.284708249497
115,5274,261.7307692307692
116,5275,261.6392727272727
117,5276,261.8091436865022
118,5277,261.74039158810734
119,5278,284.3031218529708
120,5279,261.6125995655322
121,5280,261.5426917510854
122,5281,222.1290909090909
123,5282,261.2739225712199
124,5283,261.8324836125273
125,5284,262.6183431952663
126,5285,261.8714596949891
127,5286,194.26138613861386
128,5287,284.32929292929293
129,5288,261.14130434782606
130,5289,284.33299798792757
131,5290,284.34888438133873
132,5291,261.40816326530614
133,5292,262.0488694383662
134,5293,262.38036363636365
135,5294,262.0116703136397
136,5295,252.3310533515732
137,5296,261.8097705403405
138,5297,229.02674591381873
139,5298,546.9924953095684
140,5299,262.0853749072012
141,5300,191.75601374570448
142,5301,261.34595775673705
143,5302,193.01436265709157
144,5303,262.6700581395349
145,5304,261.63623082542
146,5305,261.72052401746726
147,5306,284.3255813953488
148,5307,216.47262773722628
149,5308,261.8042212518195
150,5309,284.2985829959514
151,5310,284.317
152,5311,261.6024709302326
153,5312,262.47712418300654
154,5313,284.28672032193157
155,5314,284.35435435435437
156,5315,262.0087145969499
157,5316,284.1765295887663
158,5317,261.7490909090909
159,5318,261.8827385287691
160,5319,262.00875273522973
161,5320,261.72647702407005
162,5321,262.35380116959067
163,5322,261.9629090909091
164,5323,261.9600290697674
165,5324,284.3746223564955
166,5325,261.8124547429399
167,5326,261.8797376093294
168,5327,261.71947674418607
169,5328,261.8547567175018
170,5329,262.0858181818182
171,5330,284.1765295887663
