,frame_number,row_coordinate
0,501,153.53892215568862
1,502,137.5977859778598
2,503,134.5992714025501
3,504,134.6332116788321
4,505,136.36721991701245
5,506,134.77981651376146
6,507,134.5105633802817
7,508,134.54710144927537
8,509,134.59298245614036
9,510,107.98626716604245
10,511,134.43956043956044
11,512,37.11377245508982
12,513,134.91194968553458
13,514,135.0831600831601
14,515,135.28842105263158
15,516,135.63377192982455
16,517,135.71341463414635
17,518,115.6476821192053
18,519,134.9873417721519
19,520,134.53475935828877
20,521,135.94671403197157
21,522,135.5756972111554
22,523,135.90965092402465
23,524,135.87784679089026
24,525,135.79331941544885
25,526,135.7806324110672
26,527,110.44585987261146
27,528,136.35294117647058
28,529,157.03862660944205
29,530,136.2832618025751
30,531,112.06051873198847
31,532,136.7901498929336
32,533,110.36387434554973
33,534,136.57620041753654
34,535,136.68389662027832
35,536,110.97421203438395
36,537,136.66336633663366
37,538,156.9814126394052
38,539,156.671875
39,540,112.59482758620689
40,541,136.94891944990178
41,542,136.77777777777777
42,543,157.42168674698794
43,544,136.9403578528827
44,545,137.2966804979253
45,546,137.26446280991735
46,547,109.81958041958042
47,548,157.87654320987653
48,549,157.69387755102042
49,550,156.8279569892473
50,551,124.25991189427313
