,frame_number,row_coordinate
0,207,127.67787610619469
1,208,130.47801418439715
2,209,130.6513888888889
3,210,216.39553752535497
4,211,131.23243243243243
5,212,130.7921511627907
6,213,130.84225352112676
7,214,158.57865168539325
8,215,129.35093167701862
9,216,129.92649310872895
10,217,135.3759630200308
11,218,131.23203592814372
12,219,130.57675111773472
13,220,132.65989159891598
14,221,131.03402366863907
15,222,131.40233236151605
16,223,136.53680981595093
17,224,132.36450079239302
18,225,135.92257001647445
19,226,136.60971524288107
20,227,135.95529801324503
21,228,131.32805071315371
22,229,136.2676282051282
23,230,139.04340567612687
24,231,135.3885918003565
25,232,136.45485519591142
26,233,141.15884476534296
27,234,136.82616822429907
28,235,140.69354838709677
29,236,141.02732240437157
30,237,137.13957597173146
31,238,137.53684210526316
32,239,138.29706390328153
33,240,137.83952702702703
34,241,263.2484526967286
35,242,137.58362989323842
36,243,117.3259587020649
37,244,141.8159509202454
38,245,111.67851622874807
39,246,142.08670520231215
40,247,142.4318181818182
41,248,142.5701754385965
42,249,142.24285714285713
43,250,142.73469387755102
44,251,142.84319526627218
45,252,142.77272727272728
46,253,142.70402298850576
47,254,143.30994152046785
48,255,143.16708229426433
49,256,143.67535545023696
50,257,143.0880681818182
51,258,143.82888888888888
52,259,574.1304347826087
53,260,143.57560975609755
54,261,144.3913043478261
55,262,143.45639534883722
56,263,144.52019002375297
57,264,143.96116504854368
58,265,144.75619834710744
59,266,144.78886310904872
60,267,144.32603406326035
61,268,144.68070953436808
62,269,144.97752808988764
63,270,144.54502369668248
64,271,145.01965065502182
65,272,144.8909090909091
66,273,144.65887850467288
67,274,144.8093220338983
68,275,142.962
69,276,144.8019801980198
70,277,145.364896073903
71,278,142.46183953033267
72,279,144.6377245508982
73,280,144.27433628318585
74,281,144.57142857142858
75,282,144.70392749244712
76,283,144.7408536585366
77,284,145.2540415704388
78,285,141.49903288201162
79,286,145.54906542056074
80,287,142.1218487394958
81,288,574.2
82,289,144.9219512195122
83,290,574.1304347826087
84,291,144.84365781710915
85,292,144.92857142857142
86,293,144.9569230769231
87,294,144.98489425981873
88,295,145.0503144654088
89,296,144.73636363636365
90,297,145.00928792569658
91,298,145.06875
92,299,145.08695652173913
93,300,145.04361370716512
94,301,145.19122257053291
95,302,145.73479318734792
96,303,145.67796610169492
97,304,145.16535433070865
98,305,145.15538847117796
99,306,145.23969072164948
100,307,145.32133676092545
101,308,145.4212962962963
102,309,145.64012738853503
103,310,145.42364532019704
104,311,158.30581039755353
105,312,163.20454545454547
106,313,145.33333333333334
107,314,173.1062091503268
